                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101399 |   97269406 |   97850039 |   97842393 |   97862664 |   97857519 |   97848332 |   97839266 |   97878138 |   97883755 |   97832382 |   97829532 |   97886245 |   97884770 |   97870040 |   97875713 |   97851678 |   97849604 |   97878182 |   97876101 |   97858156 |   97865122 |   97861965 |   97868015 |   97863274 |   97869139 |   97854512 |   97845620 |   97834874 |   97829525 |   97304000 |  100097168
  Cycles                             |  131925960 |  131925960 |  131925960 |  131925960 |  131925960 |  131925960 |  131925960 |  131925960 |  131925960 |  131925960 |  131925960 |  131925960 |  131925960 |  131925960 |  131925960 |  131925960 |  131925960 |  131925960 |  131925960 |  131925960 |  131925960 |  131925960 |  131925960 |  131925960 |  131925960 |  131925960 |  131925960 |  131925960 |  131925960 |  131925960 |  131925960 |  131925960
  IPC                                |       0.76 |       0.74 |       0.74 |       0.74 |       0.74 |       0.74 |       0.74 |       0.74 |       0.74 |       0.74 |       0.74 |       0.74 |       0.74 |       0.74 |       0.74 |       0.74 |       0.74 |       0.74 |       0.74 |       0.74 |       0.74 |       0.74 |       0.74 |       0.74 |       0.74 |       0.74 |       0.74 |       0.74 |       0.74 |       0.74 |       0.74 |       0.76
  Time (ns)                          |   36646100 |   36646100 |   36646100 |   36646100 |   36646100 |   36646100 |   36646100 |   36646100 |   36646100 |   36646100 |   36646100 |   36646100 |   36646100 |   36646100 |   36646100 |   36646100 |   36646100 |   36646100 |   36646100 |   36646100 |   36646100 |   36646100 |   36646100 |   36646100 |   36646100 |   36646100 |   36646100 |   36646100 |   36646100 |   36646100 |   36646100 |   36646100
  Idle time (ns)                     |         15 |         -0 |        -27 |         -0 |         38 |        -11 |        -18 |        -23 |         -1 |        100 |         -0 |        -47 |        -16 |         12 |         -2 |         -4 |         -5 |        -18 |        -11 |        -19 |         -0 |         78 |         -1 |          1 |         -0 |         -0 |         27 |         -0 |         -0 |         -1 |         -0 |         -7
  Idle time (%)                      |       0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10778685 |   10471039 |   10533931 |   10533112 |   10535173 |   10534571 |   10533790 |   10532702 |   10536953 |   10537460 |   10532015 |   10531700 |   10537678 |   10537549 |   10536141 |   10536750 |   10534075 |   10533892 |   10536957 |   10536782 |   10534629 |   10535495 |   10535083 |   10535876 |   10535253 |   10536022 |   10534321 |   10533535 |   10532222 |   10531700 |   10474882 |   10778152
  num incorrect                      |     271295 |     264047 |     265553 |     265530 |     265594 |     265582 |     265544 |     265530 |     265623 |     265642 |     265508 |     265504 |     265651 |     265645 |     265594 |     265611 |     265564 |     265549 |     265623 |     265613 |     265586 |     265594 |     265593 |     265594 |     265594 |     265594 |     265577 |     265530 |     265516 |     265504 |     264130 |     271293
  misprediction rate                 |      2.46% |      2.46% |      2.46% |      2.46% |      2.46% |      2.46% |      2.46% |      2.46% |      2.46% |      2.46% |      2.46% |      2.46% |      2.46% |      2.46% |      2.46% |      2.46% |      2.46% |      2.46% |      2.46% |      2.46% |      2.46% |      2.46% |      2.46% |      2.46% |      2.46% |      2.46% |      2.46% |      2.46% |      2.46% |      2.46% |      2.46% |      2.46%
  mpki                               |       2.71 |       2.71 |       2.71 |       2.71 |       2.71 |       2.71 |       2.71 |       2.71 |       2.71 |       2.71 |       2.71 |       2.71 |       2.71 |       2.71 |       2.71 |       2.71 |       2.71 |       2.71 |       2.71 |       2.71 |       2.71 |       2.71 |       2.71 |       2.71 |       2.71 |       2.71 |       2.71 |       2.71 |       2.71 |       2.71 |       2.71 |       2.71
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   12525576 |   12174311 |   12246575 |   12245615 |   12248294 |   12247708 |   12246314 |   12245307 |   12250105 |   12250930 |   12244388 |   12244031 |   12251302 |   12251083 |   12249019 |   12249728 |   12246817 |   12246517 |   12250109 |   12249793 |   12247804 |   12248536 |   12248226 |   12248821 |   12248354 |   12248932 |   12247239 |   12245933 |   12244770 |   12244030 |   12178504 |   12525138
    num misses                       |         10 |         10 |         10 |         10 |         10 |         10 |         10 |         10 |         10 |         10 |         10 |         10 |         10 |         10 |         10 |         10 |         10 |         10 |         10 |         10 |         10 |         10 |         10 |         10 |         10 |         10 |         10 |         10 |         10 |         10 |         10 |         10
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   33890172 |   32934225 |   33130480 |   33127888 |   33134901 |   33133216 |   33129867 |   33126915 |   33140013 |   33142040 |   33124521 |   33123558 |   33142942 |   33142418 |   33137198 |   33139127 |   33131077 |   33130333 |   33140025 |   33139268 |   33133451 |   33135667 |   33134683 |   33136568 |   33135091 |   33136918 |   33132105 |   33128894 |   33125449 |   33123556 |   32945811 |   33888821
    num misses                       |      38962 |      37974 |      38149 |      38148 |      38152 |      38149 |      38148 |      38148 |      38153 |      38153 |      38145 |      38145 |      38156 |      38156 |      38152 |      38153 |      38149 |      38149 |      38153 |      38153 |      38151 |      38152 |      38152 |      38152 |      38152 |      38152 |      38149 |      38148 |      38147 |      38145 |      37989 |      38962
    miss rate                        |      0.11% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.11%
    mpki                             |       0.39 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      38972 |      37984 |      38159 |      38158 |      38162 |      38159 |      38158 |      38158 |      38163 |      38163 |      38155 |      38155 |      38166 |      38166 |      38162 |      38163 |      38159 |      38159 |      38163 |      38163 |      38161 |      38162 |      38162 |      38162 |      38162 |      38162 |      38159 |      38158 |      38157 |      38155 |      37999 |      38972
    num misses                       |       2136 |       2079 |       2089 |       2089 |       2089 |       2089 |       2089 |       2089 |       2089 |       2089 |       2089 |       2089 |       2089 |       2089 |       2089 |       2089 |       2089 |       2089 |       2089 |       2089 |       2089 |       2089 |       2089 |       2089 |       2089 |       2089 |       2089 |       2089 |       2089 |       2089 |       2081 |       2136
    miss rate                        |      5.48% |      5.47% |      5.47% |      5.47% |      5.47% |      5.47% |      5.47% |      5.47% |      5.47% |      5.47% |      5.48% |      5.48% |      5.47% |      5.47% |      5.47% |      5.47% |      5.47% |      5.47% |      5.47% |      5.47% |      5.47% |      5.47% |      5.47% |      5.47% |      5.47% |      5.47% |      5.47% |      5.47% |      5.47% |      5.48% |      5.48% |      5.48%
    mpki                             |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   12525576 |   12174311 |   12246575 |   12245615 |   12248294 |   12247708 |   12246314 |   12245307 |   12250105 |   12250930 |   12244388 |   12244031 |   12251302 |   12251083 |   12249019 |   12249728 |   12246817 |   12246517 |   12250109 |   12249793 |   12247804 |   12248536 |   12248226 |   12248821 |   12248354 |   12248932 |   12247239 |   12245933 |   12244770 |   12244030 |   12178504 |   12525138
    num cache misses                 |       4344 |       4213 |       3719 |       3715 |       3697 |       3696 |       3710 |       3705 |       3691 |       3688 |       3709 |       3700 |       3695 |       3685 |       3709 |       3718 |       3704 |       3692 |       3703 |       3712 |       3688 |       3680 |       3690 |       3696 |       3700 |       3713 |       3706 |       3692 |       3707 |       3702 |       4204 |       4338
    miss rate                        |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   33890172 |   32934225 |   33130480 |   33127888 |   33134901 |   33133216 |   33129867 |   33126915 |   33140013 |   33142040 |   33124521 |   33123558 |   33142942 |   33142418 |   33137198 |   33139127 |   33131077 |   33130333 |   33140025 |   33139268 |   33133451 |   33135667 |   33134683 |   33136568 |   33135091 |   33136918 |   33132105 |   33128894 |   33125449 |   33123556 |   32945811 |   33888821
    num cache misses                 |     981315 |     953192 |     958563 |     958512 |     958677 |     958615 |     958506 |     958403 |     958801 |     958843 |     958355 |     958356 |     958832 |     958822 |     958761 |     958760 |     958569 |     958511 |     958715 |     958754 |     958579 |     958671 |     958624 |     958660 |     958662 |     958720 |     958601 |     958503 |     958368 |     958332 |     953646 |     981311
    miss rate                        |      2.90% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.90%
    mpki                             |       9.80 |       9.80 |       9.80 |       9.80 |       9.80 |       9.80 |       9.80 |       9.80 |       9.80 |       9.80 |       9.80 |       9.80 |       9.80 |       9.80 |       9.80 |       9.80 |       9.80 |       9.80 |       9.79 |       9.80 |       9.80 |       9.80 |       9.80 |       9.80 |       9.80 |       9.80 |       9.80 |       9.80 |       9.80 |       9.80 |       9.80 |       9.80
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     985667 |     957420 |     962301 |     962246 |     962395 |     962333 |     962233 |     962127 |     962511 |     962549 |     962085 |     962067 |     962548 |     962527 |     962491 |     962489 |     962288 |     962221 |     962437 |     962483 |     962290 |     962369 |     962338 |     962373 |     962380 |     962454 |     962323 |     962214 |     962098 |     962052 |     957866 |     985656
    num cache misses                 |     159276 |     155478 |     148755 |     148717 |     148633 |     148714 |     148772 |     148815 |     148606 |     148514 |     148892 |     148801 |     148548 |     148498 |     148703 |     148651 |     148701 |     148629 |     148551 |     148640 |     148595 |     148553 |     148577 |     148616 |     148623 |     148746 |     148853 |     148642 |     148853 |     148662 |     155549 |     159292
    miss rate                        |     16.16% |     16.24% |     15.46% |     15.46% |     15.44% |     15.45% |     15.46% |     15.47% |     15.44% |     15.43% |     15.48% |     15.47% |     15.43% |     15.43% |     15.45% |     15.44% |     15.45% |     15.45% |     15.43% |     15.44% |     15.44% |     15.44% |     15.44% |     15.44% |     15.44% |     15.45% |     15.47% |     15.45% |     15.47% |     15.45% |     16.24% |     16.16%
    mpki                             |       1.59 |       1.60 |       1.52 |       1.52 |       1.52 |       1.52 |       1.52 |       1.52 |       1.52 |       1.52 |       1.52 |       1.52 |       1.52 |       1.52 |       1.52 |       1.52 |       1.52 |       1.52 |       1.52 |       1.52 |       1.52 |       1.52 |       1.52 |       1.52 |       1.52 |       1.52 |       1.52 |       1.52 |       1.52 |       1.52 |       1.60 |       1.59
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     159284 |     155493 |     148774 |     148736 |     148654 |     148736 |     148789 |     148834 |     148625 |     148532 |     148913 |     148812 |     148569 |     148518 |     148724 |     148662 |     148716 |     148647 |     148570 |     148657 |     148618 |     148571 |     148601 |     148633 |     148641 |     148767 |     148869 |     148661 |     148876 |     148680 |     155565 |     159299
    num cache misses                 |     153425 |     150710 |     147610 |     147711 |     147610 |     147715 |     147648 |     147775 |     147500 |     147466 |     147738 |     147798 |     147606 |     147502 |     147572 |     147465 |     147579 |     147598 |     147520 |     147529 |     147584 |     147512 |     147547 |     147503 |     147585 |     147549 |     147667 |     147649 |     147724 |     147639 |     150719 |     153370
    miss rate                        |     96.32% |     96.92% |     99.22% |     99.31% |     99.30% |     99.31% |     99.23% |     99.29% |     99.24% |     99.28% |     99.21% |     99.32% |     99.35% |     99.32% |     99.23% |     99.19% |     99.24% |     99.29% |     99.29% |     99.24% |     99.30% |     99.29% |     99.29% |     99.24% |     99.29% |     99.18% |     99.19% |     99.32% |     99.23% |     99.30% |     96.88% |     96.28%
    mpki                             |       1.53 |       1.55 |       1.51 |       1.51 |       1.51 |       1.51 |       1.51 |       1.51 |       1.51 |       1.51 |       1.51 |       1.51 |       1.51 |       1.51 |       1.51 |       1.51 |       1.51 |       1.51 |       1.51 |       1.51 |       1.51 |       1.51 |       1.51 |       1.51 |       1.51 |       1.51 |       1.51 |       1.51 |       1.51 |       1.51 |       1.55 |       1.53
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     301524 |          0 |     298832 |          0 |     295665 |          0 |     295772 |          0 |     295732 |          0 |     295761 |          0 |     295732 |          0 |     295819 |          0 |     295625 |          0 |     295552 |          0 |     295932 |          0 |     295981 |          0 |     295876 |          0 |     295668 |          0 |     298814 |          0 |     301345 |          0
  average dram access latency (ns)   |      38.66 |        inf |      38.67 |        inf |      38.67 |        inf |      38.68 |        inf |      38.68 |        inf |      38.67 |        inf |      38.67 |        inf |      38.68 |        inf |      38.67 |        inf |      38.67 |        inf |      38.68 |        inf |      38.67 |        inf |      38.66 |        inf |      38.67 |        inf |      38.66 |        inf |      38.69 |        inf
  average dram queueing delay        |       1.23 |       0.00 |       1.24 |       0.00 |       1.24 |       0.00 |       1.25 |       0.00 |       1.25 |       0.00 |       1.24 |       0.00 |       1.24 |       0.00 |       1.25 |       0.00 |       1.24 |       0.00 |       1.24 |       0.00 |       1.25 |       0.00 |       1.25 |       0.00 |       1.23 |       0.00 |       1.24 |       0.00 |       1.23 |       0.00 |       1.26 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      6.00% |      0.00% |      6.00% |      0.00% |      6.00% |      0.00% |      6.00% |      0.00% |      6.00% |      0.00% |      6.00% |      0.00% |      6.00% |      0.00% |      6.00% |      0.00% |      6.00% |      0.00% |      6.00% |      0.00% |      6.00% |      0.00% |      6.00% |      0.00% |      6.00% |      0.00% |      6.00% |      0.00% |      6.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |     150089 |     147288 |     144041 |     144123 |     144023 |     144125 |     144054 |     144180 |     143925 |     143891 |     144173 |     144187 |     143983 |     143937 |     143995 |     143896 |     144007 |     143995 |     143955 |     143952 |     143996 |     143911 |     143955 |     143938 |     143957 |     144001 |     144104 |     144036 |     144132 |     144079 |     147311 |     150011
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
